term,mean_tfidf
procedimiento,0.004151993752377985
federal,0.004146107266791396
tte gral,0.004144745440939934
entrevista,0.0041445951209787175
spanish democracy,0.004141841550561801
república,0.0041394676637535295
jefe estado,0.004136411537381723
claro,0.004135647559473224
próximo,0.004134689147375596
artículo código,0.0041340749379742
considera,0.004133887367730821
quiere,0.004129509583988557
pascual,0.004126766916847787
cifra,0.004125234245164318
igual,0.004116299417474375
emilio,0.004082169465847471
estima,0.004080970381080806
exterior,0.004073952423658936
jaime,0.004071893186353536
cámara,0.004068714631327023
john,0.00406499978909641
oyó,0.004061506109269553
codefensor,0.004060011904459641
cierto,0.004055806638565552
urgente,0.004055081027757214
madrid mayo,0.004053361834731297
estaban,0.004039608364703866
seno,0.004037219680878052
sargento,0.004026150285190603
inf,0.004022986646754325
sabe,0.004019685247729697
haberlo,0.004018421816886319
conveniente,0.00401511645742617
entrar,0.004005845456817996
santamaría,0.003999403609778675
militar desarrollo,0.003998879696422106
octubre,0.003998476689600969
instruye,0.003996209524847317
oct,0.003991800173863863
assembleia municipal,0.003986550332299704
presidente sala,0.003984742986785387
anteriores,0.003972086750580289
libre,0.003967414389995413
última,0.003965451410180952
especiales,0.003958352328629486
largo,0.003955513800156822
moral,0.003954935083561614
instituciones democráticas,0.003947400884391306
casi,0.003946738659301155
coronel ibañez,0.003945765453106033
haga,0.003945423426496698
gobernador,0.003942304101912364
deseos,0.0039418299250217415
envío,0.003932548938679572
familias,0.0039259597267532744
hijo,0.003925784816556288
conclusiones,0.003923683494332839
escuela,0.003922424442107894
capitán gómez,0.003918684416272283
protesta,0.003915118902007901
importante,0.003911188056746171
hablado,0.0039021803138556297
texto,0.003889033224595109
grandes,0.0038849993853568867
julio,0.0038834930306883776
new,0.003883334633710656
extensión,0.0038820920932718865
terrorismo,0.003880879910941049
jose cortina,0.0038782647528813096
barcelona,0.003876867099651814
francisco,0.0038761298663458395
sean,0.003875622736417851
tratar,0.0038694697281047036
dtor,0.00386801957389152
libre absolución,0.003864820539765136
oral consejo,0.0038619085968975182
vives,0.003860591651199649
españolas,0.00385928434703637
momentos,0.0038572945039021473
hechos acaecidos,0.003851998685974051
maría,0.003848487596993556
haber desestimado,0.003845933355476856
noticias,0.0038451403555289153
actos,0.0038381990535017417
noviembre,0.0038354613081354487
interesado,0.0038340352164978153
ncia,0.003833895109208856
informaciones,0.0038334845415693734
mismas,0.0038315589356347707
militar haberlo,0.003827152937761353
