doc_id,title,url,file_name,source
DOC_0045,Comentarios sobre la sentencia del 23-F. Cuartel general de la Junta de Jefes de Estado Mayor (6 de junio de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_16_R.pdf,Documento_16_R.pdf,La Moncloa
DOC_0046,El papel de la JUJEM en la crisis político-militar.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_17_R.pdf,Documento_17_R.pdf,La Moncloa
DOC_0047,Reacciones ante la sentencia 23-F. Declaraciones del gobierno (4 de junio de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_18_R.pdf,Documento_18_R.pdf,La Moncloa
DOC_0048,"Estado de opinión sobre las sentencias (sección de contrainformación del EME, sección de contrainteligencia) (7 de junio de 1982).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_19_R.pdf,Documento_19_R.pdf,La Moncloa
DOC_0049,Relato de los sucesos de los días 23 y 24 de febrero.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_20_R.pdf,Documento_20_R.pdf,La Moncloa
DOC_0050,Vista oral 2/81 del Consejo Supremo de Justicia Militar (24 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_21_R.pdf,Documento_21_R.pdf,La Moncloa
DOC_0051,Vista oral 2/81 del Consejo Supremo de Justicia Militar (18 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_22_R.pdf,Documento_22_R.pdf,La Moncloa
DOC_0052,Vista oral 2/81 del Consejo Supremo de Justicia Militar (17 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_23_R.pdf,Documento_23_R.pdf,La Moncloa
DOC_0053,Vista oral 2/81 del Consejo Supremo de Justicia Militar (12 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_24_R.pdf,Documento_24_R.pdf,La Moncloa
DOC_0054,Vista oral 2/81 del Consejo Supremo de Justicia Militar (10 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_25_R.pdf,Documento_25_R.pdf,La Moncloa
DOC_0055,Vista oral 2/81 del Consejo Supremo de Justicia Militar (6 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_26_R.pdf,Documento_26_R.pdf,La Moncloa
DOC_0056,Vista oral 2/81 del Consejo Supremo de Justicia Militar (5 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_27_R.pdf,Documento_27_R.pdf,La Moncloa
DOC_0057,Vista oral 2/81 del Consejo Supremo de Justicia Militar (4 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_28_R.pdf,Documento_28_R.pdf,La Moncloa
DOC_0058,Vista oral 2/81 del Consejo Supremo de Justicia Militar (3 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_29_R.pdf,Documento_29_R.pdf,La Moncloa
DOC_0059,Información integrada (17 de mayo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_30_R.pdf,Documento_30_R.pdf,La Moncloa
DOC_0060,Vista oral 2/81 del Consejo Supremo de Justicia Militar (30 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_31_R.pdf,Documento_31_R.pdf,La Moncloa
DOC_0061,Vista oral 2/81 del Consejo Supremo de Justicia Militar (29 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_32_R.pdf,Documento_32_R.pdf,La Moncloa
DOC_0062,Vista oral 2/81 del Consejo Supremo de Justicia Militar (28 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_33_R.pdf,Documento_33_R.pdf,La Moncloa
DOC_0063,Vista oral 2/81 del Consejo Supremo de Justicia Militar (27 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_34_R.pdf,Documento_34_R.pdf,La Moncloa
DOC_0064,Vista oral 2/81 del Consejo Supremo de Justicia Militar (20 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_35_R.pdf,Documento_35_R.pdf,La Moncloa
DOC_0065,Vista oral 2/81 del Consejo Supremo de Justicia Militar (19 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_36_R.pdf,Documento_36_R.pdf,La Moncloa
DOC_0066,Vista oral 2/81 del Consejo Supremo de Justicia Militar (16 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_37_R.pdf,Documento_37_R.pdf,La Moncloa
DOC_0067,Vista oral 2/81 del Consejo Supremo de Justicia Militar (14 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_38_R.pdf,Documento_38_R.pdf,La Moncloa
DOC_0068,Vista oral 2/81 del Consejo Supremo de Justicia Militar (13 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_39_R.pdf,Documento_39_R.pdf,La Moncloa
DOC_0069,Vista oral 2/81 del Consejo Supremo de Justicia Militar (5 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_40_R.pdf,Documento_40_R.pdf,La Moncloa
DOC_0070,Vista oral 2/81 del Consejo Supremo de Justicia Militar (7 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_41_R.pdf,Documento_41_R.pdf,La Moncloa
DOC_0071,Vista oral 2/81 del Consejo Supremo de Justicia Militar (6 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_42_R.pdf,Documento_42_R.pdf,La Moncloa
DOC_0072,Vista oral 2/81 del Consejo Supremo de Justicia Militar (2 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_43_R.pdf,Documento_43_R.pdf,La Moncloa
DOC_0073,Vista oral 2/81 del Consejo Supremo de Justicia Militar (1 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_44_R.pdf,Documento_44_R.pdf,La Moncloa
DOC_0074,Información integrada (20 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_45_R.pdf,Documento_45_R.pdf,La Moncloa
DOC_0075,Vista oral 2/81. Incidentes en la tarde del 5 de abril de 1982 (6 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_46_R.pdf,Documento_46_R.pdf,La Moncloa
DOC_0076,Información integrada (5 de abril de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_47_R.pdf,Documento_47_R.pdf,La Moncloa
DOC_0077,Vista oral 2/81 del Consejo Supremo de Justicia Militar (30 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_48_R.pdf,Documento_48_R.pdf,La Moncloa
DOC_0078,Vista oral 2/81 del Consejo Supremo de Justicia Militar (29 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_49_R.pdf,Documento_49_R.pdf,La Moncloa
DOC_0079,Vista oral 2/81 del Consejo Supremo de Justicia Militar (26 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_50_R.pdf,Documento_50_R.pdf,La Moncloa
DOC_0080,Vista oral 2/81 del Consejo Supremo de Justicia Militar (24 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_51_R.pdf,Documento_51_R.pdf,La Moncloa
DOC_0081,Vista oral 2/81 del Consejo Supremo de Justicia Militar (22 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_52_R.pdf,Documento_52_R.pdf,La Moncloa
DOC_0082,Vista oral 2/81 del Consejo Supremo de Justicia Militar (23 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_53_R.pdf,Documento_53_R.pdf,La Moncloa
DOC_0083,Vista oral 2/81 del Consejo Supremo de Justicia Militar (18 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_54_R.pdf,Documento_54_R.pdf,La Moncloa
DOC_0084,Vista oral 2/81 del Consejo Supremo de Justicia Militar (17 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_55_R.pdf,Documento_55_R.pdf,La Moncloa
DOC_0085,Vista oral 2/81 del Consejo Supremo de Justicia Militar (16 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_56_R.pdf,Documento_56_R.pdf,La Moncloa
DOC_0086,Vista oral 2/81 del Consejo Supremo de Justicia Militar (15 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_57_R.pdf,Documento_57_R.pdf,La Moncloa
DOC_0087,Vista oral 2/81 del Consejo Supremo de Justicia Militar (12 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_58_R.pdf,Documento_58_R.pdf,La Moncloa
DOC_0088,Vista oral 2/81 del Consejo Supremo de Justicia Militar (11 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_59_R.pdf,Documento_59_R.pdf,La Moncloa
DOC_0089,Vista oral 2/81 del Consejo Supremo de Justicia Militar (9 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_60_R.pdf,Documento_60_R.pdf,La Moncloa
DOC_0090,Vista oral 2/81 del Consejo Supremo de Justicia Militar (8 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_61_R.pdf,Documento_61_R.pdf,La Moncloa
DOC_0091,Vista oral 2/81 del Consejo Supremo de Justicia Militar (5 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_62_R.pdf,Documento_62_R.pdf,La Moncloa
DOC_0092,Vista oral 2/81 del Consejo Supremo de Justicia Militar (2 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_63_R.pdf,Documento_63_R.pdf,La Moncloa
DOC_0093,Información integrada (16 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_64_R.pdf,Documento_64_R.pdf,La Moncloa
DOC_0094,Información integrada (11 de marzo de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_65_R.pdf,Documento_65_R.pdf,La Moncloa
DOC_0095,Vista oral 2/81 del Consejo Supremo de Justicia Militar (26 de febrero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_66_R.pdf,Documento_66_R.pdf,La Moncloa
DOC_0096,Vista oral 2/81 del Consejo Supremo de Justicia Militar (25 de febrero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_67_R.pdf,Documento_67_R.pdf,La Moncloa
DOC_0097,Vista oral 2/81 del Consejo Supremo de Justicia Militar (24 de febrero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_68_R.pdf,Documento_68_R.pdf,La Moncloa
DOC_0098,Vista oral 2/81 del Consejo Supremo de Justicia Militar (22 de febrero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_69_R.pdf,Documento_69_R.pdf,La Moncloa
DOC_0099,Vista oral 2/81 del Consejo Supremo de Justicia Militar (20 de febrero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_70_R.pdf,Documento_70_R.pdf,La Moncloa
DOC_0100,Vista oral 2/81 del Consejo Supremo de Justicia Militar (19 de febrero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_71_R.pdf,Documento_71_R.pdf,La Moncloa
DOC_0101,Semestral de la amenaza interior (10 de febrero de 1981; 9 de marzo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_72_R.pdf,Documento_72_R.pdf,La Moncloa
DOC_0102,Relaciones entre algunos militares y paisanos armados (14 de abril de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_73_R.pdf,Documento_73_R.pdf,La Moncloa
DOC_0103,Referencias en los medios de comunicación social a personal del centro vinculadas los hechos del 23-F (30 de abril de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_74_R.pdf,Documento_74_R.pdf,La Moncloa
DOC_0104,Procesamiento de un jefe (22 de mayo de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_75_R.pdf,Documento_75_R.pdf,La Moncloa
DOC_0105,Comentarios efectuados por el Capitán de la Guardia Civil Sánchez Valiente en Roma el 9 de junio de 1981 (30 de junio de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_76_R.pdf,Documento_76_R.pdf,La Moncloa
DOC_0106,Capitán Sánchez Valiente (2 de junio de 1981).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_77_R.pdf,Documento_77_R.pdf,La Moncloa
DOC_0107,Traslado de un escrito.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_78_R.pdf,Documento_78_R.pdf,La Moncloa
DOC_0108,"Interesando comparecencia del capitán de la Guardia Civil José Ramón Tostón de la Calle, un cabo 1º, dos guardias y un paisano comprendidos en la causa 2/81 (5 de enero de 1982).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_79_R.pdf,Documento_79_R.pdf,La Moncloa
DOC_0109,Solicitando datos sobre el Cte. Cortina y equipos de transmisiones (8 de enero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_80_R.pdf,Documento_80_R.pdf,La Moncloa
DOC_0110,Certificación solicitada para su unión a la causa 2/81 del CSJM (12 de enero de 1982).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_81_R.pdf,Documento_81_R.pdf,La Moncloa
