moncloa_id,moncloa_title,moncloa_pdf_url,moncloa_pdf_filename,moncloa_section,moncloa_subsection,moncloa_date,matched_rtve_doc_id,rtve_title,rtve_pdf_url,rtve_pdf_filename,rtve_date,match_score,match_status,match_method,notes,final_match_status,manual_review,final_notes
moncloa_0012,"Nota Informativa sobre la repercusión en prensa del arresto de Tejero en 1978 cuando era Jefe de la Comandancia de Málaga, y sobre alguna carta de apoyo de civiles.",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_11._Nota_Informativa_repercusion_prensa_arresto_Tejero_antes_1981.pdf,23F_11._Nota_Informativa_repercusion_prensa_arresto_Tejero_antes_1981.pdf,interior,guardia-civil,,rtve_1734,"""Nota Informativa sobre la repercusión en prensa del arresto de Tejero en 1978 cuando era Jefe de la Comandancia de Málaga",https://www.rtve.es/contenidos/documentos/23f-desclasificado/12_1978_nota_informativa_sobre_la_repercusion_en_prensa_del_arresto_de_tejero_en_1978_cu.pdf,12_1978_nota_informativa_sobre_la_repercusion_en_prensa_del_arresto_de_tejero_en_1978_cu.pdf,,0.8337,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0033,Resumen de la actuación del Departamento de Defensa Interna.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_4_R.pdf,Documento_4_R.pdf,defensa,cni,,rtve_1794,Resumen de la actuación del Departamento de Defensa Interna.,https://www.rtve.es/contenidos/documentos/23f-desclasificado/33_2026_resumen_de_la_actuacion_del_departamento_de_defensa_interna.pdf,33_2026_resumen_de_la_actuacion_del_departamento_de_defensa_interna.pdf,,0.8125,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0046,El papel de la JUJEM en la crisis político-militar.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_17_R.pdf,Documento_17_R.pdf,defensa,cni,,rtve_1807,El papel de la JUJEM en la crisis político-militar.,https://www.rtve.es/contenidos/documentos/23f-desclasificado/46_2026_el_papel_de_la_jujem_en_la_crisis_politico_militar.pdf,46_2026_el_papel_de_la_jujem_en_la_crisis_politico_militar.pdf,,0.8125,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0107,Traslado de un escrito.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_78_R.pdf,Documento_78_R.pdf,defensa,cni,,rtve_1709,Traslado de un escrito.,https://www.rtve.es/contenidos/documentos/23f-desclasificado/107_2026_traslado_de_un_escrito.pdf,107_2026_traslado_de_un_escrito.pdf,,0.8056,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0005,"Documentación con una presunta planificación del golpe, manuscrita (1980).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F_4._Documento_planificacion_del_golpe.pdf,23F_4._Documento_planificacion_del_golpe.pdf,interior,guardia-civil,,rtve_1697,"""Documentación con una presunta planificación del golpe",https://www.rtve.es/contenidos/documentos/23f-desclasificado/05_1980_documentacion_con_una_presunta_planificacion_del_golpe_manuscrita_1980.pdf,05_1980_documentacion_con_una_presunta_planificacion_del_golpe_manuscrita_1980.pdf,,0.8028,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0049,Relato de los sucesos de los días 23 y 24 de febrero.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_20_R.pdf,Documento_20_R.pdf,defensa,cni,,rtve_1810,Relato de los sucesos de los días 23 y 24 de febrero.,https://www.rtve.es/contenidos/documentos/23f-desclasificado/49_2026_relato_de_los_sucesos_de_los_dias_23_y_24_de_febrero.pdf,49_2026_relato_de_los_sucesos_de_los_dias_23_y_24_de_febrero.pdf,,0.7973,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0034,Actitud del CESID ante la situación provocada por los incidentes en el Congreso.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_5_R.pdf,Documento_5_R.pdf,defensa,cni,,rtve_1795,Actitud del CESID ante la situación provocada por los incidentes en el Congreso.,https://www.rtve.es/contenidos/documentos/23f-desclasificado/34_2026_actitud_del_cesid_ante_la_situacion_provocada_por_los_incidentes_en_el_congreso.pdf,34_2026_actitud_del_cesid_ante_la_situacion_provocada_por_los_incidentes_en_el_congreso.pdf,,0.79,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0039,Comisiones militares en la vista de la causa 2/81 del Consejo Supremo de Justicia Militar.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_10_R.pdf,Documento_10_R.pdf,defensa,cni,,rtve_1800,Comisiones militares en la vista de la causa 2/81 del Consejo Supremo de Justicia Militar.,https://www.rtve.es/contenidos/documentos/23f-desclasificado/39_2026_comisiones_militares_en_la_vista_de_la_causa_281_del_consejo_supremo_de_justicia.pdf,39_2026_comisiones_militares_en_la_vista_de_la_causa_281_del_consejo_supremo_de_justicia.pdf,,0.7892,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0043,Nota al PREJUJEM (Presidente de la Junta de Jefes de Estado Mayor). Algunos datos para una crónica de un golpe anunciado (Jesús M. Paricio).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_14_R.pdf,Documento_14_R.pdf,defensa,cni,,rtve_1804,Nota al PREJUJEM (Presidente de la Junta de Jefes de Estado Mayor). Algunos datos para una crónica de un golpe anunciado (Jesús M. Paricio).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/43_2026_nota_al_prejujem_presidente_de_la_junta_de_jefes_de_estado_mayor_algunos_datos_p.pdf,43_2026_nota_al_prejujem_presidente_de_la_junta_de_jefes_de_estado_mayor_algunos_datos_p.pdf,,0.7843,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0032,Relación CESID (Dirección) - PREJUJEM (J2).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_3_R.pdf,Documento_3_R.pdf,defensa,cni,,rtve_1793,Relación CESID (Dirección) - PREJUJEM (J2).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/32_2026_relacion_cesid_direccion_prejujem_j2.pdf,32_2026_relacion_cesid_direccion_prejujem_j2.pdf,,0.7763,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0007,Transcripción de cintas grabadas con conversaciones telefónicas con varias personas intervenidas a la esposa de Tejero.,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/guardia-civil/23F6TR_1.PDF,23F6TR_1.PDF,interior,guardia-civil,,rtve_1699,Transcripción de cintas grabadas con conversaciones telefónicas con varias personas intervenidas a la esposa de Tejero.,https://www.rtve.es/contenidos/documentos/23f-desclasificado/07_2026_transcripcion_de_cintas_grabadas_con_conversaciones_telefonicas_con_varias_perso.pdf,07_2026_transcripcion_de_cintas_grabadas_con_conversaciones_telefonicas_con_varias_perso.pdf,,0.776,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0031,Relación CESID (Dirección) - General Jefe del Estado Mayor (Capitanía).,https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_2_R.pdf,Documento_2_R.pdf,defensa,cni,,rtve_1792,Relación CESID (Dirección) - General Jefe del Estado Mayor (Capitanía).,https://www.rtve.es/contenidos/documentos/23f-desclasificado/31_2026_relacion_cesid_direccion_general_jefe_del_estado_mayor_capitania.pdf,31_2026_relacion_cesid_direccion_general_jefe_del_estado_mayor_capitania.pdf,,0.7735,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0018,"Nota de la Brigada de Información Interior: El 23-F basado en la Operación Ariete. Libro sobre el 23-F revelará que se valoró la entrada del GEO en el Congreso, y que el 23-F se basó en la anterior ""operación Ariete"" (18 de marzo de 1981).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/policia/18-03-81_NOTA_INFORMATIVA_SOBRE_LA_OPERACION_ARIETE.pdf,18-03-81_NOTA_INFORMATIVA_SOBRE_LA_OPERACION_ARIETE.pdf,interior,policia,1981-03-18,rtve_1779,"""Nota de la Brigada de Información Interior: El 23-F basado en la Operación Ariete. Libro sobre el 23-F revelará que se valoró la entrada del GEO en el Congreso",https://www.rtve.es/contenidos/documentos/23f-desclasificado/18_1981_nota_de_la_brigada_de_informacion_interior_el_23_f_basado_en_la_operacion_ariete.pdf,18_1981_nota_de_la_brigada_de_informacion_interior_el_23_f_basado_en_la_operacion_ariete.pdf,,0.7616,high_confidence_match,date_aware_one_to_one_similarity,,high_confidence_match,False,
moncloa_0048,"Estado de opinión sobre las sentencias (sección de contrainformación del EME, sección de contrainteligencia) (7 de junio de 1982).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_19_R.pdf,Documento_19_R.pdf,defensa,cni,1982-06-07,rtve_1809,"""Estado de opinión sobre las sentencias (sección de contrainformación del EME",https://www.rtve.es/contenidos/documentos/23f-desclasificado/48_1982_estado_de_opinion_sobre_las_sentencias_seccion_de_contrainformacion_del_eme_secc.pdf,48_1982_estado_de_opinion_sobre_las_sentencias_seccion_de_contrainformacion_del_eme_secc.pdf,,0.6094,possible_match,date_aware_one_to_one_similarity,,manual_match,True,Match aceptado tras revisión manual por similitud de título/contexto pese a score bajo.
moncloa_0108,"Interesando comparecencia del capitán de la Guardia Civil José Ramón Tostón de la Calle, un cabo 1º, dos guardias y un paisano comprendidos en la causa 2/81 (5 de enero de 1982).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_79_R.pdf,Documento_79_R.pdf,defensa,cni,1982-01-05,rtve_1710,"""Interesando comparecencia del capitán de la Guardia Civil José Ramón Tostón de la Calle",https://www.rtve.es/contenidos/documentos/23f-desclasificado/108_1982_interesando_comparecencia_del_capitan_de_la_guardia_civil_jose_ramon_toston_de_l.pdf,108_1982_interesando_comparecencia_del_capitan_de_la_guardia_civil_jose_ramon_toston_de_l.pdf,,0.5505,possible_match,date_aware_one_to_one_similarity,,manual_match,True,Match aceptado tras revisión manual por similitud de título/contexto pese a score bajo.
moncloa_0030,"Guión que sirvió de base para la reunión de S.M. el Rey con el Presidente del Gobierno, el ministro de Defensa y la Junta de Jefes de Estado Mayor (14 de diciembre de 1981).",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/defensa/cni/Documento_1_R.pdf,Documento_1_R.pdf,defensa,cni,1981-12-14,rtve_1791,"""Guión que sirvió de base para la reunión de S.M. el Rey con el Presidente del Gobierno",https://www.rtve.es/contenidos/documentos/23f-desclasificado/30_1981_guion_que_sirvio_de_base_para_la_reunion_de_sm_el_rey_con_el_presidente_del_gobi.pdf,30_1981_guion_que_sirvio_de_base_para_la_reunion_de_sm_el_rey_con_el_presidente_del_gobi.pdf,,0.5386,possible_match,date_aware_one_to_one_similarity,,manual_match,True,Match aceptado tras revisión manual por similitud de título/contexto pese a score bajo.
moncloa_0029,"Notas de 1983 sobre ""Libertad de condenados por el 23-F"", ""Sobre petición de indulto"", ""Vista del recurso de casación del 23-F"", ""Artículo sobre la Brigada Interior en la revista Tiempo"".",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/archivo/7_Notas_1983_desp.pdf,7_Notas_1983_desp.pdf,interior,archivo,,rtve_1790,"""Notas de 1983 sobre """"Libertad de condenados por el 23-F""""",https://www.rtve.es/contenidos/documentos/23f-desclasificado/29_1983_notas_de_1983_sobre_libertad_de_condenados_por_el_23_f_sobre_peticion_de_indulto.pdf,29_1983_notas_de_1983_sobre_libertad_de_condenados_por_el_23_f_sobre_peticion_de_indulto.pdf,,0.4299,no_clear_match,date_aware_one_to_one_similarity,,manual_match,True,Match aceptado tras revisión manual por similitud de título/contexto pese a score bajo.
moncloa_0025,"Juicio del 23-F: acotaciones al desarrollo del juicio, notas procesales sobre el consejo de guerra, nota sobre posible expediente gubernativo a los guardias civiles, relación de implicados, informe de Jane Walker sobre sentencias benévolas.",https://www.lamoncloa.gob.es/consejodeministros/Documents/2026/desclasificacion-documentos-23F/interior/archivo/3_Juicio_del_23-F_desp.pdf,3_Juicio_del_23-F_desp.pdf,interior,archivo,,rtve_1786,"""Juicio del 23-F: acotaciones al desarrollo del juicio",https://www.rtve.es/contenidos/documentos/23f-desclasificado/25_2026_juicio_del_23_f_acotaciones_al_desarrollo_del_juicio_notas_procesales_sobre_el_c.pdf,25_2026_juicio_del_23_f_acotaciones_al_desarrollo_del_juicio_notas_procesales_sobre_el_c.pdf,,0.3682,no_clear_match,date_aware_one_to_one_similarity,,manual_match,True,Match aceptado tras revisión manual por similitud de título/contexto pese a score bajo.
